Unnamed: 0,time,temperature,feels_like,app_temp,dew_point,humidity,wind_direction,wind_speed,wind_gust,pressure_relative,pressure_absolute,rainfall
43,2025-01-02,26.183333333333334,28.120833333333334,30.245833333333334,21.7375,78.04166666666667,180.8125,1.6333333333333335,4.177083333333333,29.854166666666668,27.985625,27.4
44,2025-01-03,27.075,28.558333333333334,31.254166666666663,21.94375,75.20833333333333,100.02083333333331,1.525,3.8625,29.88416666666667,28.015833333333333,0.4
45,2025-01-04,28.5625,30.60833333333333,32.7625,22.00625,69.3125,90.72916666666669,1.59375,3.7395833333333335,29.817083333333333,27.947916666666668,0.0
46,2025-01-05,30.20625,32.94166666666667,34.170833333333334,21.941666666666663,63.25,106.5,2.2270833333333333,5.127083333333333,29.69833333333333,27.829375,5.6000000000000005
47,2025-01-06,29.164583333333336,31.620833333333334,33.24375,21.789583333333336,66.02083333333333,196.6875,1.6333333333333335,4.03125,29.7175,27.848541666666662,0.0
48,2025-01-07,28.625,31.235416666666666,33.197916666666664,22.68958333333333,71.6875,145.70833333333334,1.5604166666666668,3.7291666666666665,29.72833333333333,27.858958333333334,17.3
49,2025-01-08,28.19375,30.71875,32.36875,22.17708333333333,72.45833333333333,143.64583333333334,1.9770833333333333,4.960416666666666,29.704166666666666,27.83520833333333,38.8
50,2025-01-09,23.40625,23.48958333333333,27.072916666666668,21.4125,89.02083333333333,137.04166666666666,2.3291666666666666,5.04375,29.77958333333333,27.909791666666667,63.8
51,2025-01-10,24.64375,25.55208333333333,28.785416666666663,21.854166666666668,85.35416666666667,106.85416666666669,1.5291666666666668,3.797916666666667,29.808541666666667,27.93958333333333,12.6
52,2025-01-11,24.772916666666664,25.897916666666664,29.241666666666664,22.35833333333333,87.08333333333333,168.91666666666666,1.3708333333333331,3.5500000000000003,29.852083333333336,27.98229166666667,66.8
53,2025-01-12,26.816666666666663,29.3375,31.56458333333333,22.829166666666666,80.10416666666667,190.875,1.31875,3.0187500000000003,29.796041666666667,27.926875,25.4
54,2025-01-13,21.16875,21.16875,24.6,20.32708333333333,95.10416666666669,159.375,1.3375,3.5041666666666664,29.839583333333334,27.970625,91.4
55,2025-01-14,25.14583333333333,26.12708333333333,29.06458333333333,21.2125,80.0,229.5625,1.225,3.1333333333333333,29.69666666666667,27.827916666666667,4.8
56,2025-01-15,29.325,31.36458333333333,32.65833333333333,21.175,62.91666666666666,269.5,3.016666666666667,7.022916666666667,29.606875,27.73770833333333,0.0
57,2025-01-16,19.822916666666668,19.822916666666668,22.379166666666663,18.697916666666668,93.5,201.14583333333331,1.7666666666666666,4.233333333333333,29.880416666666665,28.011875,40.6
58,2025-01-17,19.55757575757576,19.55757575757576,22.445454545454545,18.60909090909091,94.33333333333331,236.75757575757572,0.6,2.0,29.955454545454543,28.08636363636364,5.4
59,2025-01-18,24.45,24.90833333333333,27.76458333333333,19.68958333333333,76.16666666666667,185.66666666666663,0.775,2.0,29.886458333333334,28.017291666666665,0.0
60,2025-01-19,26.69375,27.616666666666664,30.25,20.48958333333333,70.77083333333333,157.0625,1.1729166666666666,2.9125,29.839791666666667,27.97125,0.0
61,2025-01-20,24.70833333333333,24.88958333333333,29.21875,22.477083333333336,87.60416666666667,222.85416666666663,1.4541666666666666,3.5187500000000003,29.84125,27.972291666666667,14.0
62,2025-01-21,25.022916666666664,25.260416666666668,26.93958333333333,17.920833333333334,65.95833333333333,131.70833333333334,2.7125,6.172916666666667,29.935,28.06520833333333,0.0
63,2025-01-22,24.51875,24.87291666666667,27.05625,18.85833333333333,71.79166666666667,170.52083333333334,2.075,4.927083333333333,29.926458333333333,28.057291666666668,0.0
64,2025-01-23,25.425,25.94090909090909,28.047727272727272,19.025,69.0,174.04545454545453,2.002272727272727,4.563636363636364,29.85545454545455,27.98659090909091,0.0
65,2025-01-24,,,,,,,,,,,0.0
66,2025-01-25,,,,,,,,,,,0.0
67,2025-01-26,,,,,,,,,,,0.0
68,2025-01-27,23.1,23.1,25.225,18.25,74.5,168.25,2.375,6.6,29.895,28.025,0.0
69,2025-01-28,26.0,26.26875,27.735416666666666,17.716666666666665,61.79166666666666,162.20833333333334,2.9625,6.3,29.88875,28.019375,0.0
70,2025-01-29,25.77083333333333,26.01875,27.96875,18.1875,64.64583333333333,144.3125,2.152083333333333,5.04375,29.89833333333333,28.028958333333332,0.0
71,2025-01-30,26.65111111111111,27.26,29.520000000000003,19.09555555555556,64.66666666666667,158.06666666666666,1.2866666666666666,3.2422222222222223,29.82333333333333,27.954,0.0
72,2025-01-31,28.54,30.7,32.42,20.79,63.2,259.8,0.63,1.89,29.726,27.857,0.0
73,2025-02-01,30.44,33.4425,34.5125,21.630000000000003,60.25,204.725,1.3625,3.4575000000000005,29.771,27.902,0.3
74,2025-02-02,29.02916666666667,31.38125,33.18541666666667,21.9,66.52083333333333,132.0,1.4791666666666667,3.2916666666666665,29.809791666666666,27.94020833333333,0.0
75,2025-02-03,29.579166666666666,31.23958333333333,32.6625,20.49375,60.1875,146.4375,2.725,5.508333333333333,29.855416666666667,27.98625,0.0
76,2025-02-04,27.675,28.825,31.05625,20.36458333333333,65.58333333333333,124.58333333333331,1.54375,3.516666666666667,29.898541666666663,28.02895833333333,0.0
77,2025-02-05,29.7,31.38958333333333,33.081250000000004,20.129166666666663,58.208333333333336,131.75,1.1166666666666667,3.04375,29.786666666666665,27.9175,0.0
78,2025-02-06,27.9875,29.05625,30.67708333333333,19.75625,61.85416666666666,135.97916666666666,2.858333333333333,6.052083333333333,29.829375,27.959375,0.0
79,2025-02-07,26.70208333333333,26.8,27.83333333333333,16.45625,54.875,132.64583333333334,3.3229166666666665,6.739583333333333,29.922083333333333,28.05270833333333,0.0
80,2025-02-08,27.02916666666667,27.20208333333333,29.147916666666664,17.391666666666666,57.91666666666666,186.27083333333331,1.4041666666666668,3.489583333333333,29.883958333333336,28.014375,0.0
81,2025-02-09,26.697916666666668,28.17708333333333,30.95,22.335416666666664,77.875,147.64583333333334,1.9979166666666668,4.727083333333334,29.804375,27.935625,27.3
82,2025-02-10,22.267391304347825,22.267391304347825,26.14565217391305,21.35,94.5,145.7173913043478,1.6043478260869564,3.873913043478261,29.827391304347824,27.95804347826087,39.5
83,2025-02-11,22.232558139534884,22.232558139534884,25.960465116279067,21.24186046511628,94.25581395348836,149.51162790697674,1.876744186046512,4.76046511627907,29.875116279069765,28.00581395348837,10.0
84,2025-02-12,21.45,21.45,25.12,20.96,97.1,106.3,1.5699999999999998,3.3,29.906,28.037,4.0
85,2025-02-13,22.354545454545452,22.354545454545452,26.772727272727277,21.736363636363635,96.1818181818182,151.72727272727272,0.4363636363636363,1.2090909090909092,29.863636363636363,27.994545454545456,1.6
86,2025-02-14,22.443589743589744,22.443589743589744,26.77948717948718,21.81025641025641,96.33333333333331,133.71794871794873,0.8051282051282052,2.333333333333333,29.884871794871795,28.01538461538461,68.6
87,2025-02-15,23.1625,23.172916666666666,27.495833333333334,21.697916666666668,91.64583333333331,173.75,0.7041666666666666,1.9833333333333332,29.90520833333333,28.035416666666663,12.3
88,2025-02-16,23.43125,23.51458333333333,27.308333333333334,21.5625,89.52083333333333,150.02083333333334,1.8729166666666668,4.591666666666667,29.86791666666667,28.0,4.4
89,2025-02-17,23.52916666666667,23.73333333333333,27.67083333333333,21.772916666666664,90.27083333333331,174.47916666666666,1.3541666666666667,3.1604166666666664,29.842916666666667,27.973541666666662,15.9
90,2025-02-18,25.61458333333333,26.729166666666668,30.079166666666666,22.683333333333334,84.70833333333333,108.125,1.91875,4.29375,29.811041666666668,27.942083333333333,25.3
91,2025-02-19,24.179166666666664,24.91875,28.227083333333336,21.985416666666666,88.0,136.39583333333334,2.10625,4.68125,29.83583333333333,27.966458333333332,33.1
92,2025-02-20,21.73958333333333,21.73958333333333,25.39375,20.86875,94.875,191.70833333333331,1.45625,3.625,29.87625,28.00708333333333,17.1
93,2025-02-21,24.4625,25.18125,28.71666666666667,21.875,86.45833333333333,175.35416666666666,1.2166666666666666,3.1625,29.808125,27.93895833333333,5.5
94,2025-02-22,26.383333333333336,27.847916666666663,31.13958333333333,22.79375,81.5,159.6875,1.1791666666666667,3.064583333333333,29.78708333333333,27.917708333333334,0.0
95,2025-02-23,25.26206896551724,25.893103448275863,29.803448275862067,22.2448275862069,83.79310344827586,211.1379310344828,0.9689655172413794,2.5620689655172413,29.806206896551725,27.936896551724136,0.0
96,2025-02-24,26.47142857142857,27.685714285714287,30.462857142857143,21.802857142857142,76.65714285714286,177.8,1.9142857142857144,4.377142857142857,29.80371428571429,27.93457142857143,6.6
97,2025-02-25,26.767391304347825,28.436956521739127,31.041304347826088,22.256521739130434,77.19565217391305,172.6304347826087,1.7282608695652173,4.332608695652175,29.751304347826085,27.88217391304348,1.0
98,2025-02-26,26.75681818181818,28.01136363636364,30.25,20.956818181818186,71.45454545454545,164.27272727272728,2.1295454545454544,4.977272727272728,29.79863636363637,27.92954545454546,0.0
99,2025-02-27,,,,,,,,,,,0.0
100,2025-02-28,,,,,,,,,,,0.0
101,2025-03-01,,,,,,,,,,,0.0
102,2025-03-02,23.825,23.825,27.075,20.55,81.75,125.75,2.2750000000000004,4.85,29.9525,28.0825,0.0
103,2025-03-03,24.8125,25.0875,27.652083333333334,19.0375,71.54166666666667,153.70833333333334,1.3,3.0854166666666667,29.93625,28.066458333333333,0.0
104,2025-03-04,25.425,26.03125,28.76458333333333,19.979166666666668,72.91666666666667,143.60416666666666,1.0708333333333333,2.55625,29.909791666666667,28.04041666666667,0.0
105,2025-03-05,26.2625,27.00208333333333,29.42083333333333,19.5875,68.52083333333333,160.27083333333334,1.0645833333333334,2.65,29.90895833333333,28.040625,0.0
106,2025-03-06,27.1625,28.547916666666666,30.820833333333336,20.61875,69.0,159.29166666666666,1.0895833333333331,2.6979166666666665,29.94729166666667,28.0775,0.0
107,2025-03-07,27.758333333333336,29.40833333333333,31.589583333333334,21.08125,68.54166666666667,121.66666666666669,1.2979166666666666,3.208333333333333,29.946875,28.077708333333334,0.0
108,2025-03-08,25.010416666666668,25.322916666666668,27.791666666666668,19.291666666666668,71.79166666666667,143.4375,1.8479166666666669,4.385416666666667,29.941041666666667,28.07229166666667,3.7
109,2025-03-09,25.09375,25.81041666666667,28.73333333333333,20.585416666666667,76.83333333333333,196.5,1.0958333333333334,2.86875,29.90041666666667,28.03125,0.0
110,2025-03-10,26.766666666666666,28.08333333333333,30.308333333333334,20.585416666666667,70.10416666666667,176.97916666666666,1.4229166666666666,3.360416666666667,29.88791666666667,28.01833333333333,0.0
111,2025-03-11,24.525,24.90833333333333,27.75,20.527083333333334,78.95833333333333,154.89583333333334,2.3375,5.48125,29.938333333333333,28.06958333333333,13.9
112,2025-03-12,23.68958333333333,23.9,27.175,20.825,84.54166666666667,154.25,1.95,4.554166666666666,29.879375,28.00979166666667,11.9
113,2025-03-13,24.94516129032258,25.516129032258064,28.416129032258063,20.20967741935484,76.64516129032258,191.25806451612905,1.0032258064516129,2.6903225806451614,29.830967741935485,27.960967741935484,0.0
114,2025-03-14,21.318181818181817,21.318181818181817,24.245454545454542,18.845454545454547,86.0909090909091,205.1818181818182,0.8,2.2363636363636363,29.905454545454543,28.035454545454545,5.9
115,2025-03-15,20.58333333333333,20.58333333333333,23.2,17.95,85.16666666666667,212.0,0.4333333333333333,2.2333333333333334,29.973333333333333,28.106666666666666,0.0
116,2025-03-16,,,,,,,,,,,0.0
117,2025-03-17,,,,,,,,,,,0.0
118,2025-03-18,22.05333333333333,22.05333333333333,24.456666666666667,17.603333333333335,76.46666666666667,239.66666666666663,0.7466666666666666,2.06,30.02,28.15,0.0
119,2025-03-19,23.45625,23.56458333333333,25.75208333333333,17.66875,71.64583333333333,172.0,1.1395833333333334,2.895833333333333,30.047708333333333,28.178541666666664,0.0
120,2025-03-20,23.479166666666668,23.620833333333334,25.8375,17.714583333333334,71.60416666666667,135.125,0.9729166666666668,2.583333333333333,30.05645833333333,28.187916666666663,0.0
121,2025-03-21,24.15625,24.52083333333333,26.84166666666667,18.39375,71.54166666666667,92.22916666666669,0.8916666666666667,2.270833333333333,29.97895833333333,28.109791666666663,0.0
122,2025-03-22,25.33333333333333,26.058333333333334,28.2875,19.039583333333333,69.79166666666667,86.52083333333333,0.9770833333333332,2.3270833333333334,29.908541666666665,28.03916666666667,0.0
123,2025-03-23,26.28333333333333,27.24375,29.60833333333333,19.86458333333333,69.39583333333333,131.52083333333334,0.9791666666666666,2.533333333333333,29.90458333333333,28.035208333333333,0.0
124,2025-03-24,25.81875,26.491666666666664,28.88125,19.28125,68.52083333333333,163.39583333333334,0.95,2.525,29.991875,28.122291666666666,0.0
125,2025-03-25,24.897916666666664,25.12291666666667,27.53125,18.258333333333333,67.95833333333333,124.08333333333331,0.8937499999999999,2.239583333333333,29.956666666666667,28.0875,0.0
126,2025-03-26,25.629166666666663,26.07708333333333,28.222916666666663,18.477083333333333,66.1875,100.8125,1.275,2.99375,29.862916666666667,27.99375,0.0
127,2025-03-27,24.40416666666667,24.754166666666663,27.34583333333333,19.50208333333333,74.66666666666667,135.52083333333334,1.63125,3.8791666666666655,29.937916666666663,28.06875,0.0
128,2025-03-28,24.29375,24.55625,27.141666666666666,19.172916666666666,74.3125,151.64583333333334,1.4645833333333331,3.65,29.98375,28.114375,0.0
129,2025-03-29,25.245833333333334,25.63125,27.985416666666666,18.5625,68.20833333333333,146.70833333333334,0.9291666666666668,2.6875,29.933958333333333,28.06458333333333,0.0
130,2025-03-30,27.079166666666666,27.7625,29.83125,18.579166666666666,62.208333333333336,101.85416666666669,0.9291666666666668,2.44375,29.886458333333334,28.0175,0.0
131,2025-03-31,25.64375,26.304166666666664,29.06041666666667,20.166666666666668,72.47916666666667,167.41666666666666,1.1458333333333333,3.1625,29.96333333333333,28.094375,0.0
132,2025-04-01,25.895454545454548,26.44090909090909,28.863636363636363,19.36590909090909,68.45454545454545,113.4090909090909,1.3318181818181818,3.1340909090909093,29.901818181818182,28.031818181818185,0.0
133,2025-04-02,,,,,,,,,,,0.0
134,2025-04-03,,,,,,,,,,,0.0
135,2025-04-04,,,,,,,,,,,0.0
136,2025-04-05,,,,,,,,,,,0.0
137,2025-04-06,23.525,23.525,26.8,19.55,78.25,114.25,0.65,1.65,29.9975,28.1275,0.0
138,2025-04-07,24.775,25.1875,27.99791666666667,19.65625,74.95833333333333,87.9375,1.0125,2.5854166666666667,29.96770833333333,28.09875,1.2
139,2025-04-08,26.37708333333333,27.34375,29.370833333333334,19.10833333333333,66.27083333333333,82.79166666666667,0.8833333333333333,2.208333333333333,29.893541666666668,28.02416666666667,0.0
140,2025-04-09,23.477083333333336,23.652083333333334,26.51458333333333,19.35833333333333,78.0625,238.14583333333331,1.1395833333333334,3.108333333333334,29.883333333333336,28.01375,0.8
141,2025-04-10,24.102083333333336,24.5,27.120833333333334,19.325,75.79166666666667,166.83333333333334,1.1854166666666666,3.145833333333333,29.909791666666667,28.04104166666667,0.0
142,2025-04-11,21.729166666666668,21.729166666666668,23.879166666666663,17.724999999999998,78.52083333333333,173.66666666666666,1.6770833333333333,4.3125,30.00583333333333,28.136875,0.0
143,2025-04-12,20.55625,20.55625,22.38958333333333,16.270833333333332,77.27083333333333,140.91666666666666,0.8333333333333334,2.270833333333333,30.020416666666662,28.15125,0.0
144,2025-04-13,23.67083333333333,23.760416666666668,25.320833333333336,15.672916666666666,63.60416666666666,195.60416666666663,0.65625,1.8125,29.98875,28.11916666666667,0.0
145,2025-04-14,25.477083333333336,25.477083333333336,26.66875,14.425,53.97916666666666,214.83333333333331,0.7208333333333333,2.2020833333333334,29.942083333333333,28.072916666666668,0.0
146,2025-04-15,23.416,23.736,25.848000000000003,17.9,72.12,223.2,1.136,3.056,30.0112,28.1412,0.0
147,2025-04-16,24.422727272727272,24.9,28.045454545454547,20.245454545454542,78.22727272727273,95.9090909090909,0.5590909090909091,1.6863636363636365,29.91909090909091,28.050454545454546,0.0
148,2025-04-17,18.357692307692307,18.357692307692307,20.32692307692308,16.56153846153846,89.5,227.23076923076923,0.75,2.6,30.087692307692308,28.217692307692307,1.6
149,2025-04-18,18.329411764705885,18.329411764705885,20.279411764705884,16.564705882352943,89.6470588235294,184.91176470588235,0.8147058823529412,2.4823529411764707,30.12470588235294,28.25617647058824,4.5
150,2025-04-19,18.639285714285712,18.639285714285712,20.103571428571428,15.007142857142856,80.32142857142857,261.42857142857144,0.4892857142857142,1.367857142857143,30.014642857142857,28.146071428571428,0.0
151,2025-04-20,21.86458333333333,21.9125,23.254166666666663,14.947916666666666,67.45833333333333,148.10416666666666,0.69375,2.0625,29.913125,28.04395833333333,0.0
152,2025-04-21,24.160416666666663,24.195833333333336,25.70208333333333,15.49375,60.625,150.08333333333334,0.8187500000000001,2.3354166666666667,29.883333333333336,28.014166666666668,0.0
153,2025-04-22,24.34166666666667,24.4875,26.104166666666668,16.122916666666665,61.91666666666666,168.75,0.8729166666666667,2.4458333333333333,29.915000000000003,28.045625,0.0
154,2025-04-23,22.760416666666668,22.933333333333334,24.56458333333333,16.943749999999998,70.625,188.0,1.7875,4.227083333333334,29.965625,28.096875,0.0
155,2025-04-24,18.93958333333333,18.93958333333333,20.985416666666666,16.814583333333335,87.79166666666667,89.85416666666667,0.7999999999999999,2.2833333333333337,30.007291666666664,28.137083333333333,4.1
156,2025-04-25,19.6625,19.6625,22.30625,18.04583333333333,90.70833333333331,152.60416666666666,0.56875,1.7666666666666666,29.99833333333333,28.129375,0.2
157,2025-04-26,20.941666666666663,20.966666666666665,23.047916666666666,16.808333333333334,78.95833333333333,238.72916666666663,0.6125,1.75625,30.033125,28.164375000000003,0.0
158,2025-04-27,21.322916666666668,21.354166666666668,22.785416666666663,15.120833333333332,70.22916666666667,185.27083333333331,0.60625,1.6625,30.030833333333334,28.16125,0.0
159,2025-04-28,23.297916666666666,23.425,25.29375,16.71875,67.77083333333333,163.72916666666666,0.8125,2.49375,29.995416666666667,28.126041666666666,0.0
160,2025-04-29,23.325,23.416666666666668,25.745833333333334,17.733333333333334,71.75,135.27083333333334,0.8041666666666667,2.2208333333333337,29.901041666666668,28.032291666666666,0.0
161,2025-04-30,24.23333333333333,24.40625,26.23958333333333,16.733333333333334,65.58333333333333,239.29166666666663,0.8791666666666668,2.3770833333333337,29.81875,27.949166666666667,0.0
162,2025-05-01,26.59375,26.59375,27.7875,14.75,51.875,278.2291666666667,1.08125,2.9020833333333336,29.80208333333333,27.9325,0.0
163,2025-05-02,20.42083333333333,20.42083333333333,21.775,15.758333333333333,76.04166666666667,224.25,1.7979166666666666,4.572916666666667,29.899583333333336,28.030833333333334,6.9
164,2025-05-03,17.318749999999998,17.318749999999998,18.80625,15.352083333333333,88.33333333333333,177.70833333333334,0.8624999999999999,2.5458333333333334,30.105625,28.236041666666665,3.3
165,2025-05-04,16.841666666666665,16.841666666666665,17.03125,11.460416666666667,71.83333333333333,162.47916666666666,0.8708333333333335,2.2041666666666666,30.18270833333333,28.313333333333333,0.0
166,2025-05-05,18.079166666666666,18.079166666666666,18.62708333333333,12.327083333333334,71.29166666666667,156.22916666666666,0.5333333333333333,1.6125,30.16979166666667,28.3,0.0
167,2025-05-06,18.956818181818186,18.92727272727273,19.35,11.69090909090909,66.36363636363636,126.02272727272728,0.4204545454545454,1.4045454545454543,30.142045454545453,28.272727272727277,0.0
168,2025-05-07,,,,,,,,,,,0.0
169,2025-05-08,,,,,,,,,,,0.0
170,2025-05-09,16.55,16.55,17.2,12.55,77.75,125.25,0.375,1.375,30.0475,28.1775,0.0
171,2025-05-10,21.289583333333333,21.26458333333333,21.74375,11.970833333333331,58.833333333333336,200.125,0.5333333333333333,1.5791666666666666,30.008750000000003,28.139791666666667,0.0
172,2025-05-11,22.479166666666668,22.45833333333333,22.672916666666666,11.775,55.875,197.1875,1.33125,3.4125,30.020625,28.15125,6.5
173,2025-05-12,18.38958333333333,18.38958333333333,19.347916666666663,13.99375,76.4375,234.89583333333331,0.9770833333333332,2.68125,30.22020833333333,28.350416666666664,0.2
174,2025-05-13,17.310416666666665,17.310416666666665,18.15625,13.38125,78.83333333333333,190.625,0.6749999999999999,1.8145833333333332,30.24395833333333,28.374791666666667,0.0
175,2025-05-14,18.164583333333333,18.164583333333333,18.70208333333333,12.541666666666666,71.625,129.0625,0.8083333333333335,2.0812500000000003,30.21083333333333,28.34125,0.0
176,2025-05-15,18.33913043478261,18.33913043478261,19.16086956521739,13.06086956521739,72.65217391304348,217.7608695652174,0.4217391304347826,1.382608695652174,30.1545652173913,28.285652173913046,0.0
177,2025-05-16,18.602222222222224,18.602222222222224,19.72,13.926666666666668,75.37777777777778,225.8,0.3711111111111111,1.3066666666666669,30.09244444444445,28.22288888888889,0.0
178,2025-05-17,,,,,,,,,,,0.0
179,2025-05-18,18.045454545454547,18.045454545454547,19.25454545454545,13.9,76.81818181818181,59.90909090909091,0.0545454545454545,0.4,29.99181818181818,28.122727272727275,0.0
180,2025-05-19,21.81875,21.76458333333333,22.92708333333333,14.085416666666667,63.875,127.8125,0.5854166666666667,1.84375,29.96333333333333,28.093958333333333,0.0
